Date,Cash & Equivalent,Euro Core 1-5,Euro Core 5-10,Euro Core 10+,Euro Semi-Core 1-5,Euro Semi-Core 5-10,Euro Semi-Core 10+,Euro Peripheral 1-5,Euro Peripheral 5-10,Euro Peripheral 10+,Euro IL,Supranational-Regional-Municipal-Local Authorities Agencies,UK Govt,US 1-5,US 5-10,US 10-20,EM EUR,Euro IG Corp,Euro IG 1-3,Euro IG 3-5,Euro HY Corp,UK IG Corp,US IG Corp,US IG 1-3,US IG 3-5,US HY Corp,HC EM Credit,ABS & MBS,Europe,North America,Pacific,Emerging
2012-03-16,169.996,191.341,235.606,273.938,276.348,929.376,342.562,291.568,1459.07,505.42,189.164,234.763,610.087,526.931,707.052,1080.712,219.465,230.988,187.356,226.243,198.565,208.329,821.617,195.312,661.53,944.328,271.444,164.963,131.315,124.627,148.235,295.714
2012-03-19,169.99,191.314,235.319,272.634,275.8,925.631,340.081,291.234,1455.097,502.215,188.83,234.471,608.545,527.225,708.591,1088.268,219.02,230.637,187.325,226.085,198.178,207.588,822.539,195.31,661.845,941.973,271.204,164.943,129.495,122.231,148.344,292.349
2012-03-20,169.993,191.28,235.777,274.714,274.468,916.51,335.125,290.189,1444.92,496.604,188.623,234.766,613.213,527.553,710.923,1098.027,219.216,230.742,187.329,226.145,197.812,208.278,823.473,195.261,662.154,940.134,270.912,164.934,127.635,120.568,149.042,292.076
2012-03-21,169.988,191.232,236.052,276.653,275.015,921.457,338.354,290.4,1449.926,499.053,188.859,235.173,613.419,527.189,710.586,1104.531,219.225,230.798,187.296,226.07,197.329,208.187,823.642,195.121,661.218,937.163,270.922,164.697,127.735,120.439,150.065,293.928
2012-03-22,169.985,191.168,235.831,276.361,274.131,914.791,334.148,289.302,1438.355,494.34,187.856,235.153,615.36,527.641,711.899,1107.977,218.939,230.531,187.237,225.891,196.876,208.186,823.895,195.184,661.734,932.742,270.759,164.566,125.777,116.905,148.525,288.905
2012-03-23,169.988,191.198,236.227,278.185,274.519,917.656,336.602,290.137,1444.604,496.299,188.354,235.566,618.884,527.929,713.465,1113.428,219.254,230.528,187.215,225.836,197.1,208.942,826.652,195.323,663.149,935.644,271.431,164.588,127.695,116.034,148.287,288.754
2012-03-26,169.988,191.1,235.765,276.594,274.27,915.73,335.261,289.935,1441.252,493.315,188.445,235.129,614.602,527.99,713.41,1115.219,219.486,230.587,187.267,225.924,197.995,208.703,827.981,195.424,663.424,937.785,271.66,164.52,127.983,116.835,151.063,290.829
2012-03-27,169.984,191.026,235.427,275.358,274.651,918.756,337.193,290.202,1443.566,493.915,188.866,234.771,612.01,528.024,712.472,1109.135,218.883,230.188,187.191,225.691,197.852,207.954,825.019,195.343,662.862,936.142,271.178,164.425,127.843,115.103,151.776,288.791
2012-03-28,169.983,191.095,235.794,276.842,274.529,917.106,336.024,289.79,1439.129,491.401,188.416,234.987,617.719,527.9,713.032,1113.466,218.549,230.347,187.189,225.781,197.79,208.965,825.804,195.373,663.138,932.315,271.231,164.457,127.051,115.341,150.17,285.182
2012-03-29,169.982,191.336,236.83,279.963,273.839,914.039,335.835,289.052,1435.187,490.427,189.187,235.684,621.176,529.086,717.859,1134.363,218.386,230.795,187.311,226.156,197.4,209.395,830.358,195.58,664.945,932.008,271.424,164.897,126.035,114.965,147.987,279.504
2012-03-30,169.98,191.278,236.294,277.409,274.071,914.571,334.88,288.819,1433.063,490.294,189.349,235.232,615.517,528.383,713.438,1115.933,218.408,230.273,187.274,225.926,197.232,207.981,826.37,195.562,663.714,933.802,270.973,164.787,127.437,116.77,148.398,283.634
2012-04-02,169.979,191.294,236.391,278.532,274.014,913.676,335.173,288.216,1428.228,488.776,189.572,235.296,618.535,528.47,713.776,1121.317,218.504,230.403,187.283,225.986,197.551,208.515,827.918,195.567,663.572,936.779,271.205,164.743,128.522,117.538,150.288,285.017
2012-04-03,169.981,191.376,236.499,279.232,273.828,911.514,333.705,288.441,1430.18,489.612,189.716,235.464,619.737,528.912,713.498,1110.731,218.451,230.55,187.382,226.162,197.467,208.951,826.556,195.818,664.9,935.959,270.49,165.091,126.717,116.341,150.89,283.683
2012-04-04,169.98,191.57,237.105,281.652,273.65,910.254,333.267,288.744,1431.195,490.184,190.897,236.074,624.808,528.82,713.573,1111.522,218.368,230.809,187.444,226.33,197.251,209.78,826.317,195.794,664.566,936.447,270.374,165.219,124.921,115.834,148.477,280.007
2012-04-05,169.977,191.68,237.66,283.569,273.258,910.245,334.666,288.171,1430.718,490.233,191.01,236.645,628.441,529.443,716.053,1120.312,218.336,231.214,187.488,226.558,197.315,210.6,828.797,195.846,665.353,935.967,270.629,165.282,124.313,114.809,149.694,280.077
2012-04-06,169.976,191.531,237.121,281.807,272.945,908.462,333.357,288.243,1431.332,489.731,190.735,236.327,625.976,528.807,713.259,1109.648,218.05,231.003,187.434,226.397,197.269,210.304,825.645,195.717,664.276,936.187,270.202,165.049,125.118,115.521,150.633,281.072
2012-04-09,169.974,191.379,236.606,280.283,272.563,906.162,333.054,287.84,1426.151,485.842,190.206,236.162,624.933,528.826,714.504,1118.867,218.285,230.918,187.42,226.3,197.11,210.003,826.597,195.609,663.699,934.62,270.045,165.12,123.632,114.866,148.783,277.03
2012-04-10,169.975,191.41,236.505,279.555,272.25,903.211,330.823,288.067,1429.329,486.967,190.739,236.005,623.709,528.919,713.864,1112.06,217.4,230.617,187.401,226.228,196.755,209.541,823.708,195.559,662.951,932.998,269.218,165.038,124.379,114.679,147.898,277.269
2012-04-11,169.973,191.277,235.868,276.498,272.393,903.364,329.892,288.461,1432.558,487.031,190.498,235.431,620.653,528.3,710.697,1096.468,217.215,230.372,187.406,226.123,196.793,208.863,821.377,195.495,662.248,933.079,268.791,165.034,122.27,113.493,146.663,275.17
2012-04-12,169.973,191.408,236.08,275.239,272.448,901.599,328.641,288.069,1426.787,484.697,191.233,235.335,619.377,528.358,710.472,1089.959,217.243,230.826,187.491,226.482,197.659,208.973,821.916,195.673,663.12,937.612,269.08,164.971,122.027,114.112,149.228,276.474
2012-04-13,169.969,191.649,237.129,277.733,271.83,896.633,325.778,286.99,1417.363,480.076,191.043,236.002,625.244,529.422,714.854,1099.808,217.172,231.61,187.654,227.1,197.88,210.677,827.303,195.949,665.963,938.864,269.232,165.369,120.719,113.377,150.337,275.644
2012-04-16,169.967,191.61,236.724,275.928,272.066,895.392,324.219,288.012,1424.544,481.364,190.922,235.508,623.557,529.377,715.857,1100.847,217.395,231.564,187.714,227.207,198.687,210.585,828.33,195.929,666.329,941.365,269.264,165.521,121.855,112.881,151.087,280.78
2012-04-17,169.964,191.733,237.416,278.123,272.435,898.373,326.462,288.145,1426.598,481.873,191.211,235.901,625.807,529.969,717.646,1104.162,217.538,231.751,187.69,227.249,198.864,211.024,832.273,196.208,668.151,942.517,269.643,165.648,123.271,115.689,153.564,283.303
2012-04-18,169.96,191.803,237.591,278.897,272.153,898.052,326.852,287.92,1424.099,480.339,190.926,236.081,628.419,529.68,716.8,1101.111,217.192,231.922,187.74,227.41,198.78,211.581,830.464,196.01,667.188,943.406,269.572,165.18,123.358,115.907,155.104,283.879
2012-04-19,169.959,191.841,237.67,279.092,272.105,898.812,326.83,288.383,1426.771,480.0,191.302,236.139,629.053,529.923,717.298,1099.904,216.961,231.789,187.73,227.417,198.752,211.665,831.81,196.228,668.74,944.291,269.644,165.39,123.761,115.326,155.83,282.974
2012-04-20,169.961,191.68,237.033,278.131,272.051,898.152,326.996,288.225,1427.424,482.792,191.021,235.909,625.392,529.233,714.752,1091.528,216.769,231.29,187.664,227.063,198.565,210.476,829.619,196.165,667.861,945.437,269.603,165.125,125.925,115.811,155.286,280.153
2012-04-23,169.959,191.835,237.542,278.49,272.566,900.642,328.507,288.153,1426.309,481.456,191.177,236.337,627.281,529.39,713.743,1079.066,217.167,231.544,187.748,227.319,198.825,211.083,827.234,196.239,667.907,948.657,269.464,165.181,127.036,116.612,156.355,281.039
2012-04-24,169.962,191.85,237.789,279.858,273.14,907.398,333.352,289.006,1438.636,489.673,192.005,236.577,628.542,529.734,715.78,1090.509,217.667,231.788,187.77,227.441,199.024,211.68,830.56,196.251,668.693,950.952,269.751,165.203,127.44,116.423,155.787,282.68
2012-04-25,169.963,191.906,238.052,281.278,273.326,909.011,335.297,288.989,1438.408,491.048,192.103,237.015,629.032,530.722,718.315,1099.297,218.19,232.065,187.809,227.63,199.152,211.955,833.643,196.441,670.158,950.612,270.409,165.388,127.203,115.449,155.456,281.316
2012-04-26,169.963,192.114,238.867,282.876,273.279,910.809,336.191,289.38,1443.883,492.462,192.999,237.408,632.31,531.058,721.145,1112.171,217.991,232.375,187.884,227.806,199.271,213.06,836.422,196.544,671.151,950.216,270.79,165.605,125.199,115.565,158.947,281.507
2012-04-27,169.963,192.124,238.823,282.806,272.301,905.889,334.054,288.391,1435.164,489.586,192.416,237.399,634.172,531.227,721.894,1114.893,218.231,232.656,187.968,228.003,199.805,213.59,839.917,196.822,672.839,953.121,271.237,165.704,126.289,115.372,159.801,282.867
2012-04-30,169.958,192.195,238.897,282.315,272.695,907.458,334.127,288.078,1432.451,488.374,192.09,237.303,633.556,531.497,722.785,1112.038,217.752,232.74,188.032,228.189,199.599,213.552,839.377,196.999,673.587,950.169,270.628,166.001,125.174,115.441,159.707,279.314
2012-05-01,169.957,192.317,239.5,283.815,273.017,911.96,337.843,289.144,1444.553,494.22,192.783,237.778,634.851,531.505,723.443,1119.096,217.987,233.227,188.093,228.421,199.622,214.061,841.587,197.072,673.897,949.216,270.579,166.374,124.186,115.108,160.491,278.669
2012-05-02,169.955,192.389,239.726,284.843,272.566,908.482,336.938,288.416,1436.942,490.827,192.19,237.894,637.804,531.923,726.324,1136.081,217.954,233.099,188.118,228.396,198.901,214.556,844.757,197.12,674.382,945.959,270.455,166.708,122.147,115.195,158.394,273.491
2012-05-03,169.95,192.374,239.556,284.433,272.583,907.757,336.113,287.699,1429.561,488.101,192.529,237.797,636.996,531.478,724.777,1130.44,218.401,233.447,188.23,228.627,199.853,214.69,845.52,197.124,674.553,950.161,271.143,166.862,122.106,115.981,158.267,275.152
2012-05-04,169.95,192.299,239.243,283.487,272.894,910.115,338.177,288.617,1436.615,490.613,192.907,237.68,639.545,531.098,723.377,1125.419,218.095,233.143,188.174,228.415,200.138,215.48,844.674,197.148,674.422,949.656,270.953,166.797,121.222,115.937,158.52,272.76
2012-05-07,169.948,192.273,239.026,282.662,272.473,908.651,336.734,288.152,1432.38,487.311,192.519,237.508,639.089,530.192,719.011,1108.949,218.329,233.088,188.158,228.383,199.847,215.622,839.88,196.965,672.429,950.707,270.613,166.802,120.7,114.995,157.221,269.116
2012-05-08,169.947,192.29,239.217,283.137,272.501,907.926,335.465,288.53,1432.679,484.557,192.153,237.632,642.197,530.431,720.327,1115.929,218.442,233.025,188.105,228.3,199.605,216.301,841.106,196.985,673.161,949.639,270.641,166.689,121.823,115.574,158.679,271.269
2012-05-09,169.944,192.239,239.095,282.973,272.482,908.696,336.61,288.713,1435.217,485.942,192.236,237.604,643.025,530.913,721.89,1118.683,218.87,232.76,188.003,228.082,199.178,216.5,841.157,197.064,673.873,948.003,270.502,166.668,120.798,115.404,157.959,268.491
2012-05-10,169.945,192.337,239.417,283.089,272.105,906.723,335.451,288.884,1435.849,485.377,192.043,237.561,639.233,531.303,721.379,1110.982,218.355,232.485,187.943,227.926,198.48,215.462,840.04,197.23,674.422,944.377,269.588,166.868,120.467,115.204,156.752,268.41
2012-05-11,169.943,192.37,239.908,284.639,271.487,901.558,332.62,288.459,1433.177,484.052,191.807,237.742,641.374,531.334,721.277,1113.37,218.072,232.47,187.872,227.853,197.951,215.352,837.25,197.013,673.315,940.008,268.775,166.46,120.306,115.729,156.818,270.827
2012-05-14,169.943,192.249,239.085,281.347,271.377,898.765,330.009,288.377,1432.676,483.822,190.851,236.97,637.447,530.725,718.77,1108.082,217.151,231.796,187.792,227.472,197.422,214.083,833.88,196.871,671.466,935.662,267.912,166.266,120.0,115.723,155.638,270.549
2012-05-15,169.941,192.178,238.756,281.083,271.854,903.66,333.155,288.325,1435.151,486.053,191.689,236.866,637.252,530.682,717.472,1095.866,216.737,231.623,187.755,227.3,197.604,213.924,832.322,197.11,672.032,935.481,268.045,166.62,119.074,115.932,156.31,268.435
2012-05-16,169.941,192.268,239.335,282.443,272.619,909.976,336.802,288.445,1438.813,487.702,192.496,237.174,638.583,530.753,717.277,1089.768,216.965,231.634,187.714,227.222,197.852,213.875,831.962,197.235,672.806,938.54,268.285,166.577,122.164,120.026,159.007,269.067
2012-05-17,169.938,192.306,239.967,285.143,272.345,909.432,336.712,287.761,1434.032,486.933,192.696,237.555,642.07,531.268,719.767,1096.501,216.836,231.814,187.69,227.28,197.278,214.425,834.185,197.345,674.291,937.888,268.481,166.694,120.991,120.46,159.062,266.719
2012-05-18,169.94,192.037,238.891,283.451,272.41,909.978,337.474,288.105,1436.28,488.835,192.399,236.944,633.732,531.095,719.083,1099.882,216.165,231.204,187.568,226.866,196.93,212.201,832.624,197.166,673.072,937.37,267.879,166.616,121.629,121.528,159.866,271.287
2012-05-21,169.936,192.063,238.64,282.372,272.231,909.659,336.758,288.038,1434.861,487.669,191.844,236.777,629.95,530.915,717.653,1089.218,216.378,231.261,187.604,226.925,196.909,211.461,829.693,197.06,671.997,936.995,268.019,166.527,122.661,122.958,162.908,274.925
2012-05-22,169.934,192.035,238.192,279.883,272.449,909.495,337.039,288.126,1433.88,487.603,192.19,236.472,624.615,530.73,716.595,1086.609,216.559,231.243,187.663,226.98,197.108,210.452,830.373,197.066,671.421,941.236,268.024,166.428,124.728,123.988,165.89,278.637
2012-05-23,169.933,191.827,237.359,278.267,272.081,906.07,335.814,287.75,1430.405,486.95,191.747,235.971,621.615,530.08,713.596,1080.308,216.256,230.646,187.549,226.559,196.704,209.648,826.484,196.785,669.243,938.541,267.504,165.811,124.723,121.528,164.589,281.077
2012-05-24,169.931,191.879,237.419,278.225,272.757,909.743,339.094,287.957,1433.307,488.845,192.178,236.048,625.611,530.39,716.193,1094.754,216.272,230.772,187.585,226.702,196.847,210.674,829.954,196.837,670.252,937.367,267.77,165.88,124.398,119.535,164.556,278.967
2012-05-25,169.935,191.918,237.296,278.04,273.385,914.576,341.672,288.011,1434.803,489.556,192.653,236.099,622.569,530.055,713.869,1079.439,215.988,230.831,187.605,226.72,197.264,210.014,827.319,196.81,669.74,938.076,268.085,165.813,125.562,120.902,166.44,282.933
2012-05-28,169.933,192.122,238.199,280.238,273.744,918.374,344.076,288.521,1441.262,492.922,193.854,236.524,624.262,530.901,717.542,1090.874,216.012,231.161,187.661,226.958,197.516,210.406,831.012,196.989,671.698,941.445,268.385,166.083,125.623,120.455,165.751,280.715
2012-05-29,169.934,192.284,238.991,282.008,273.102,913.885,340.577,287.675,1434.296,491.893,193.209,236.859,625.981,531.026,718.586,1094.51,216.67,231.687,187.752,227.362,197.225,211.029,831.897,197.026,672.198,942.798,268.936,166.234,126.262,119.766,166.526,285.115
2012-05-30,169.935,192.126,238.647,282.299,272.234,905.111,335.851,286.669,1423.743,488.773,192.188,236.814,625.608,530.799,718.61,1096.416,217.076,231.654,187.702,227.305,197.45,211.145,833.781,197.066,672.504,943.663,269.238,166.363,125.271,120.098,166.678,284.495
2012-05-31,169.936,192.227,238.944,281.391,272.019,904.298,334.783,286.051,1419.672,487.166,192.501,236.862,627.329,531.128,719.039,1095.675,216.553,231.48,187.675,227.28,197.191,211.252,833.761,197.213,673.202,942.29,269.145,166.447,124.6,118.956,166.193,284.19
2012-06-01,169.935,192.434,239.84,283.696,272.22,906.955,336.597,286.179,1422.913,490.316,193.088,237.527,630.066,531.647,722.14,1110.865,217.197,232.088,187.801,227.658,197.405,211.882,836.486,197.145,673.752,942.286,269.779,166.631,127.114,119.102,168.332,286.597
2012-06-04,169.933,192.425,239.623,282.877,272.279,905.905,335.394,285.865,1417.5,486.561,193.173,237.26,627.744,531.224,721.242,1106.382,217.63,232.09,187.848,227.669,197.511,211.67,835.817,197.088,673.16,943.725,270.126,166.75,127.11,120.635,171.2,293.307
2012-06-05,169.932,192.351,239.651,283.292,271.591,903.548,334.337,285.629,1417.829,487.367,192.515,237.187,625.72,530.972,719.558,1095.949,217.596,231.958,187.795,227.579,197.33,210.92,833.125,197.065,672.869,938.586,269.719,166.45,124.895,120.052,169.067,290.849
2012-06-06,169.927,192.456,240.272,285.707,271.441,904.68,336.404,285.616,1419.377,489.762,193.57,237.617,627.237,530.704,719.554,1095.714,218.129,232.333,187.799,227.692,197.848,211.498,832.917,197.069,672.87,940.218,269.912,166.366,125.082,121.168,170.371,295.072
2012-06-07,169.927,192.537,240.667,286.806,270.925,902.646,335.996,285.764,1424.179,494.255,194.164,237.579,629.324,531.255,721.569,1101.788,217.134,232.393,187.827,227.816,197.545,212.091,833.798,197.172,673.623,938.963,269.528,166.75,125.76,121.378,169.537,294.363
2012-06-08,169.926,192.549,240.926,287.493,270.053,897.322,334.06,285.485,1422.408,494.704,194.301,237.641,632.76,531.203,721.091,1093.174,216.889,232.416,187.762,227.814,197.009,212.811,831.112,197.047,672.978,939.199,268.924,166.718,124.742,119.706,167.828,290.578
2012-06-11,169.924,192.622,241.33,289.21,269.623,895.74,333.961,285.106,1420.738,494.835,194.127,237.906,633.098,530.573,718.571,1087.529,216.822,232.397,187.752,227.8,196.415,212.639,826.512,196.787,670.915,938.35,268.821,166.608,124.92,120.316,166.655,289.373
2012-06-12,169.924,192.636,241.576,289.187,270.654,901.121,335.407,286.225,1428.977,497.283,194.251,238.07,634.505,530.53,718.852,1087.739,216.51,232.497,187.763,227.885,196.147,212.771,825.455,196.702,670.679,937.37,268.6,166.234,124.213,120.245,165.492,288.116
2012-06-13,169.918,192.645,241.505,288.667,271.353,904.627,336.939,287.651,1438.171,499.73,194.832,238.166,634.062,530.756,718.899,1087.435,216.998,232.633,187.8,228.024,196.877,212.868,826.135,196.923,671.452,937.65,268.856,166.017,125.36,121.388,167.381,291.511
2012-06-14,169.918,192.76,241.798,289.69,271.77,903.19,335.704,288.237,1441.336,500.064,195.585,238.485,632.861,530.975,720.861,1100.152,216.82,232.764,187.836,228.126,197.09,212.546,829.832,197.05,672.325,936.404,268.857,166.196,124.415,119.915,165.618,293.307
2012-06-15,169.917,192.674,241.454,289.309,271.697,902.5,335.919,288.84,1444.165,501.636,195.796,238.33,635.332,531.317,721.893,1098.499,216.41,232.485,187.783,227.975,196.505,212.909,828.005,196.988,672.327,933.868,268.011,166.179,122.431,116.497,163.447,285.595
2012-06-18,169.915,192.614,241.227,289.083,272.178,907.419,338.809,289.707,1454.429,505.391,195.939,238.194,632.804,531.195,720.468,1088.562,216.148,232.47,187.81,227.95,196.772,212.632,827.188,197.108,672.284,934.462,268.206,166.377,122.786,116.083,161.903,281.753
2012-06-19,169.916,192.6,241.323,289.738,272.395,910.899,341.047,289.525,1457.195,508.958,196.378,238.35,632.059,531.504,722.559,1100.686,216.367,232.423,187.771,227.853,196.765,212.628,829.175,197.182,672.81,934.768,268.455,166.554,122.398,115.403,162.694,281.522
2012-06-20,169.917,192.542,241.258,290.492,271.759,906.276,337.776,289.088,1449.399,503.512,196.484,238.207,634.603,532.032,723.999,1104.666,215.53,232.044,187.678,227.563,196.107,212.707,828.747,197.221,672.928,934.092,267.971,166.808,122.023,112.796,159.917,275.666
2012-06-21,169.919,192.601,241.563,291.104,271.445,905.864,338.112,288.883,1452.02,505.646,197.319,238.308,638.533,532.319,725.657,1117.628,215.871,232.214,187.682,227.68,196.457,213.666,831.57,197.3,673.432,934.313,268.051,166.772,122.822,111.79,160.545,277.62
2012-06-22,169.919,192.672,241.681,290.645,271.68,907.2,338.516,289.051,1453.046,504.148,196.667,238.551,640.927,532.468,726.104,1116.317,216.851,232.765,187.8,227.985,197.36,214.618,832.137,197.339,673.666,934.995,268.229,166.566,123.574,111.446,161.987,279.487
2012-06-25,169.917,192.513,241.169,289.783,272.156,910.349,338.862,289.968,1459.695,503.508,197.558,238.232,637.554,531.94,723.582,1103.531,216.811,232.668,187.786,227.818,197.97,214.183,829.762,197.237,672.126,939.94,267.708,166.454,125.811,111.282,160.515,278.965
2012-06-26,169.913,192.614,241.802,291.03,271.767,907.852,337.156,289.695,1457.169,502.376,197.556,238.404,639.878,532.611,725.839,1109.393,216.706,232.924,187.791,227.98,197.933,214.751,831.238,197.409,673.093,941.007,267.771,166.634,125.499,113.026,160.177,281.655
2012-06-27,169.91,192.671,242.483,293.348,271.896,912.452,342.084,289.505,1459.843,506.639,198.633,238.69,637.266,532.708,726.403,1111.467,217.42,233.488,187.836,228.238,198.524,214.713,833.593,197.522,673.673,943.759,268.673,166.869,125.183,111.133,161.07,281.214
2012-06-28,169.911,192.692,242.349,292.117,271.612,911.588,341.934,289.52,1459.392,506.828,198.391,238.334,634.452,532.453,723.746,1099.457,217.654,233.267,187.805,228.129,198.222,214.351,831.217,197.602,673.31,941.098,268.513,166.997,126.506,112.194,158.588,281.374
2012-06-29,169.912,192.659,242.55,293.88,271.485,912.166,343.511,289.058,1456.552,506.639,198.128,238.721,639.582,532.801,725.594,1110.222,217.595,233.439,187.764,228.107,198.358,215.44,833.172,197.641,673.427,939.708,268.733,167.282,123.657,110.661,157.35,278.586
2012-07-02,169.909,192.923,243.497,295.535,272.028,915.88,345.35,289.816,1465.591,510.101,198.564,239.194,643.324,533.11,728.288,1125.615,217.382,233.636,187.833,228.304,198.404,216.08,836.227,197.686,674.023,941.221,269.099,167.501,123.923,109.835,157.82,278.529
2012-07-03,169.903,192.72,243.096,295.08,271.712,911.895,341.342,289.423,1459.523,505.505,198.005,239.027,642.695,532.788,727.66,1122.243,217.241,233.557,187.784,228.181,198.318,215.919,835.31,197.609,673.846,940.772,268.588,167.535,123.602,110.32,157.049,279.698
2012-07-04,169.898,192.8,243.238,294.74,271.243,907.321,338.933,288.776,1449.864,500.417,197.68,238.923,643.101,533.547,731.626,1136.982,216.778,233.362,187.794,228.12,198.026,215.994,839.893,197.838,675.725,941.259,268.981,167.823,123.728,109.738,157.077,277.78
2012-07-05,169.895,192.766,243.195,294.594,271.458,906.555,337.089,288.246,1444.249,497.118,197.351,238.849,642.928,533.387,730.316,1129.656,216.197,232.956,187.708,227.892,197.183,215.846,837.342,197.874,675.153,937.819,267.855,167.745,122.243,108.173,153.514,269.918
2012-07-06,169.895,192.769,243.122,294.254,272.084,913.068,341.071,288.75,1450.444,499.573,198.014,239.044,641.307,533.144,729.389,1130.737,216.839,232.872,187.73,227.889,197.052,215.356,837.281,197.815,674.494,938.073,268.114,167.886,122.161,108.16,152.962,268.283
2012-07-09,169.891,192.864,243.316,294.453,271.869,914.738,342.581,288.776,1451.697,500.086,198.597,239.153,641.964,532.725,726.68,1119.451,216.167,233.112,187.817,228.087,197.346,215.768,835.904,197.896,674.063,940.675,267.869,167.922,122.669,110.411,150.939,268.129
2012-07-10,169.888,192.725,242.857,292.614,272.045,915.919,342.774,288.722,1451.791,499.439,198.724,238.81,641.245,532.634,726.323,1118.852,216.535,233.111,187.826,228.107,198.006,215.672,836.331,197.859,674.073,945.518,268.67,167.867,125.912,112.358,152.65,269.878
2012-07-11,169.882,192.736,242.833,291.577,272.219,917.319,344.047,289.358,1460.844,505.802,198.891,238.491,638.096,532.611,725.729,1120.436,216.527,233.002,187.862,228.19,198.189,215.031,836.934,197.917,674.069,945.228,268.67,167.742,127.546,113.791,154.122,272.39
2012-07-12,169.883,192.762,243.047,292.084,271.822,914.914,343.322,288.731,1456.127,503.692,198.294,238.81,639.719,533.206,727.898,1126.739,217.279,233.402,187.908,228.399,197.905,215.711,838.825,197.94,675.263,941.495,269.004,167.646,125.733,113.315,155.408,276.754
2012-07-13,169.882,192.643,242.793,291.744,270.769,910.479,341.143,287.615,1445.046,498.49,197.429,238.633,640.673,533.311,728.39,1131.162,217.241,233.425,187.917,228.422,198.202,216.424,840.065,198.009,675.819,941.532,269.06,167.725,126.497,113.801,155.879,278.168
2012-07-16,169.879,192.727,243.094,293.549,270.894,911.368,341.691,288.095,1451.43,502.264,198.097,238.785,642.908,533.206,728.31,1135.367,216.563,233.341,187.941,228.33,197.685,216.613,839.468,197.916,674.875,939.212,268.492,167.62,126.298,114.31,156.522,275.93
2012-07-17,169.879,192.805,243.254,294.55,271.13,914.008,344.146,288.387,1454.425,503.468,198.119,239.117,646.82,533.077,728.568,1143.741,216.306,233.518,188.047,228.47,197.754,217.263,841.193,197.912,674.49,939.676,268.393,167.807,126.14,114.896,155.485,274.214
2012-07-18,169.878,192.86,243.497,295.113,271.267,914.079,343.919,288.048,1449.134,501.007,197.87,239.252,646.106,533.053,727.988,1139.289,216.607,233.701,188.092,228.601,197.913,217.345,841.082,198.06,674.268,941.372,269.201,167.89,124.717,115.32,153.082,270.434
2012-07-19,169.875,192.84,243.648,295.606,270.898,913.148,344.773,288.316,1453.56,502.337,198.428,239.212,646.1,532.732,726.419,1139.305,217.116,233.832,188.096,228.693,198.047,217.451,841.457,198.038,673.48,940.252,269.187,167.712,124.283,115.371,152.377,269.59
2012-07-20,169.87,192.708,243.098,294.218,271.019,913.704,344.559,287.859,1449.912,499.008,198.281,238.995,645.115,532.02,723.237,1128.817,217.314,233.789,188.058,228.646,198.169,217.553,838.048,197.863,671.902,940.029,269.221,167.431,123.703,114.192,152.017,267.511
2012-07-23,169.87,192.843,243.489,294.105,271.161,913.617,342.913,287.747,1449.315,498.95,198.534,239.007,647.434,531.88,721.716,1121.688,217.051,233.854,188.054,228.746,198.362,218.198,835.959,197.871,671.508,939.423,268.94,167.354,123.934,114.635,153.266,266.442
2012-07-24,169.869,192.972,244.023,294.953,271.175,915.733,345.299,288.099,1454.587,501.398,199.5,239.366,647.921,532.438,723.195,1128.245,216.657,234.063,188.078,228.912,198.462,218.196,835.557,197.97,672.025,936.889,269.174,167.691,122.32,113.195,151.896,261.466
2012-07-25,169.867,192.893,243.866,295.394,270.957,913.764,344.327,288.137,1454.466,500.741,199.364,239.399,650.725,532.724,724.759,1134.262,216.036,233.928,188.059,228.797,198.085,218.636,837.451,198.102,672.803,935.707,268.867,167.92,120.276,111.499,151.732,260.212
2012-07-26,169.867,192.985,244.455,296.676,270.864,914.765,345.076,288.496,1461.714,504.631,200.406,239.638,650.833,532.987,724.862,1131.761,215.85,234.123,188.044,228.875,197.947,218.763,837.137,198.068,672.613,936.041,269.007,167.856,119.489,111.07,150.465,258.346
2012-07-27,169.866,193.045,244.593,297.034,271.281,917.144,345.956,288.974,1462.499,503.714,200.282,239.846,652.753,533.166,726.073,1134.34,215.999,234.426,188.128,229.135,198.281,219.246,837.155,198.071,672.861,934.996,268.839,167.879,119.038,111.032,151.203,261.18
2012-07-30,169.868,193.129,245.036,297.802,271.346,917.733,345.875,288.752,1461.441,504.13,200.326,240.078,653.908,533.549,727.998,1139.265,216.907,235.023,188.261,229.546,199.168,219.972,839.497,198.171,673.763,937.962,269.615,167.85,118.624,110.338,153.507,263.247
2012-07-31,169.867,193.079,244.6,296.679,271.593,919.053,345.387,288.658,1460.094,501.665,200.262,239.827,654.314,533.658,727.964,1144.249,216.699,235.105,188.333,229.68,199.494,220.376,841.466,198.234,674.039,939.724,269.633,167.634,118.817,111.119,153.411,263.39
2012-08-01,169.862,193.399,246.057,300.809,272.446,926.178,350.68,289.825,1473.182,510.287,201.694,240.809,659.575,534.235,731.587,1161.956,217.196,235.914,188.444,230.174,199.538,221.613,844.913,198.26,674.753,938.299,270.02,167.89,117.807,110.253,153.435,261.254
2012-08-02,169.862,193.455,246.224,300.394,272.735,929.311,351.239,289.968,1475.362,509.592,201.33,240.834,657.095,533.951,730.926,1156.997,216.933,236.162,188.483,230.333,199.817,221.251,844.841,198.225,674.492,939.818,270.174,167.871,117.767,109.17,153.575,262.574
